ID,Uid,age,sex,labor,repic_sid,best_weight,last_weight
504,505,39,男,中,689:359:809:820:108:96:620:870:888:929:669:914:208:908:97:862:893:923:311:112:118:27:496,35.0:77.0:10.0:10.0:11.0:81.0:10.0:39.0:11.0:39.0:10.0:10.0:248.0:30.0:11.0:10.0:252.0:10.0:61.0:10.0:15.0:151.0:350.0,35.0:77.0:10.0:10.0:10.0:83.0:10.0:43.0:10.0:39.0:10.0:10.0:248.0:30.0:10.0:10.0:246.0:10.0:61.0:10.0:15.0:149.0:350.0
505,506,28,男,重,821:870:862:931:667:915:621:126:112:445:922:24:910:894:27:103:21:678:809:896:186,9.0:149.0:10.0:69.0:89.0:80.0:9.0:9.0:22.0:222.0:9.0:160.0:9.0:127.0:9.0:92.0:9.0:105.0:69.0:26.0:350.0,10.0:104.0:10.0:39.0:10.0:10.0:15.0:10.0:10.0:350.0:30.0:11.0:10.0:22.0:129.0:102.0:11.0:10.0:35.0:174.0:392.0
506,507,44,女,重,810:816:908:201:921:909:620:185:621:828:208:676:625:667:668:108:94:989:510:504:873:28:131,9.0:9.0:137.0:93.0:9.0:54.0:53.0:112.0:9.0:9.0:229.0:9.0:9.0:13.0:58.0:11.0:91.0:66.0:228.0:91.0:300.0:147.0:38.0,10.0:17.0:10.0:308.0:26.0:10.0:9.0:42.0:9.0:10.0:14.0:17.0:9.0:10.0:10.0:11.0:91.0:52.0:9.0:342.0:300.0:151.0:9.0
507,508,20,女,中,908:96:713:195:887:871:826:942:474:951:936:848:629:620:636:220:840:16:146,49.0:100.0:9.0:180.0:201.0:99.0:9.0:44.0:249.0:10.0:10.0:24.0:63.0:24.0:8.0:312.0:53.0:150.0:43.0,39.0:100.0:10.0:180.0:199.0:101.0:10.0:28.0:353.0:10.0:10.0:14.0:9.0:9.0:9.0:247.0:35.0:150.0:9.0
508,509,41,男,中,625:890:897:86:92:54:673:918:921:130:122:178:844:809:1051:110:94:477:199,9.0:244.0:56.0:13.0:13.0:125.0:10.0:10.0:38.0:8.0:9.0:9.0:44.0:21.0:52.0:91.0:10.0:309.0:350.0,9.0:235.0:63.0:11.0:112.0:28.0:10.0:10.0:34.0:9.0:9.0:9.0:46.0:10.0:53.0:92.0:11.0:200.0:414.0
509,510,29,女,重,256:872:653:945:944:815:655:35:620:471:811:31:873:1:826:115:113:114:108:669:672:730:908,383.0:10.0:9.0:9.0:74.0:55.0:9.0:43.0:50.0:276.0:56.0:14.0:289.0:95.0:9.0:31.0:9.0:35.0:101.0:54.0:9.0:9.0:40.0,500.0:10.0:9.0:10.0:48.0:9.0:10.0:42.0:9.0:276.0:9.0:10.0:290.0:99.0:9.0:9.0:9.0:9.0:100.0:25.0:9.0:9.0:40.0
510,511,42,男,重,910:667:635:668:945:447:500:569:238:625:702:147:846:870:1:4:108,50.0:9.0:14.0:181.0:57.0:210.0:259.0:9.0:395.0:11.0:79.0:10.0:9.0:299.0:10.0:170.0:70.0,50.0:9.0:10.0:45.0:39.0:10.0:10.0:331.0:437.0:15.0:9.0:10.0:9.0:301.0:9.0:140.0:100.0
511,512,29,男,中,601:870:809:813:908:695:109:800:448:620:631:930:554:728:656:94:926:810:922:126:214:19,10.0:300.0:68.0:9.0:9.0:22.0:107.0:9.0:315.0:83.0:63.0:40.0:24.0:9.0:9.0:39.0:51.0:147.0:9.0:9.0:436.0:104.0,10.0:301.0:25.0:10.0:10.0:10.0:90.0:10.0:10.0:9.0:9.0:39.0:331.0:10.0:9.0:9.0:30.0:10.0:10.0:9.0:323.0:151.0
512,513,45,男,中,1000:646:112:856:652:489:117:120:870:914:893:1031:636:913:102:100:908:667:669:207:222:70,56.0:55.0:9.0:66.0:9.0:288.0:31.0:9.0:92.0:9.0:209.0:18.0:9.0:40.0:91.0:9.0:9.0:40.0:9.0:38.0:430.0:150.0,31.0:9.0:8.0:24.0:9.0:314.0:9.0:9.0:27.0:10.0:272.0:10.0:9.0:30.0:9.0:90.0:10.0:10.0:17.0:94.0:318.0:150.0
513,514,19,女,重,919:809:113:158:810:927:104:913:112:95:37:7:695:668:620:624:659:936:929:978:884:888:189:480,10.0:10.0:9.0:9.0:24.0:10.0:19.0:30.0:9.0:83.0:99.0:51.0:10.0:31.0:9.0:9.0:9.0:10.0:34.0:31.0:127.0:173.0:478.0:292.0,10.0:10.0:9.0:9.0:10.0:10.0:9.0:30.0:9.0:90.0:118.0:32.0:23.0:32.0:9.0:9.0:9.0:29.0:24.0:20.0:175.0:125.0:414.0:265.0
514,515,29,男,重,105:908:842:983:220:123:195:95:193:811:914:930:94:925:994:36:876:467:641:799,81.0:30.0:34.0:10.0:192.0:9.0:76.0:11.0:231.0:30.0:10.0:42.0:11.0:10.0:15.0:150.0:299.0:324.0:70.0:10.0,13.0:30.0:10.0:10.0:194.0:10.0:230.0:74.0:10.0:18.0:10.0:24.0:13.0:10.0:19.0:151.0:300.0:281.0:25.0:13.0
515,516,20,女,中,908:114:94:111:122:454:763:560:104:733:12:248:247:862:634:953:936:881:875,50.0:15.0:13.0:36.0:9.0:30.0:37.0:314.0:53.0:23.0:150.0:243.0:257.0:10.0:105.0:16.0:53.0:39.0:261.0,40.0:10.0:9.0:9.0:10.0:10.0:27.0:340.0:81.0:10.0:150.0:269.0:125.0:25.0:15.0:64.0:10.0:10.0:290.0
516,517,18,女,重,113:16:682:487:1061:121:9:680:870:876:667:48:120:97:95:832:914:208:258:295:626,9.0:18.0:10.0:213.0:56.0:9.0:96.0:45.0:156.0:143.0:10.0:39.0:38.0:32.0:69.0:10.0:44.0:152.0:169.0:60.0:9.0,9.0:11.0:10.0:234.0:39.0:9.0:127.0:16.0:145.0:155.0:28.0:11.0:9.0:9.0:90.0:19.0:40.0:90.0:12.0:294.0:9.0
517,518,32,男,中,690:909:931:818:908:929:881:870:961:679:872:685:466:494:104:640:48:31:157:233:191,9.0:43.0:9.0:9.0:9.0:60.0:157.0:133.0:9.0:85.0:10.0:64.0:237.0:26.0:101.0:9.0:28.0:123.0:65.0:234.0:170.0,10.0:40.0:29.0:10.0:10.0:10.0:10.0:10.0:35.0:10.0:279.0:45.0:15.0:293.0:100.0:26.0:31.0:119.0:9.0:195.0:187.0
518,519,20,女,轻,674:445:19:818:751:94:10:101:456:109:667:644:871:878:116:174:189:915:917:1053,10.0:192.0:77.0:10.0:40.0:80.0:71.0:10.0:77.0:10.0:10.0:11.0:241.0:59.0:10.0:10.0:408.0:38.0:10.0:40.0,10.0:132.0:65.0:10.0:45.0:55.0:84.0:36.0:148.0:11.0:10.0:10.0:263.0:38.0:15.0:10.0:450.0:39.0:10.0:44.0
519,520,36,男,重,669:311:144:276:120:694:113:191:444:573:32:1:877:919:908:991:1011:98:657:857,24.0:155.0:9.0:140.0:9.0:10.0:9.0:203.0:12.0:299.0:121.0:30.0:300.0:14.0:35.0:52.0:10.0:101.0:9.0:10.0,10.0:40.0:9.0:78.0:9.0:24.0:9.0:284.0:58.0:291.0:133.0:17.0:300.0:13.0:27.0:20.0:19.0:100.0:9.0:10.0
520,521,27,女,中,78:344:107:920:879:629:119:95:1:300:1006:116:101:877:463:935:690:225:30:969:822,63.0:66.0:11.0:50.0:112.0:15.0:10.0:11.0:61.0:226.0:10.0:10.0:78.0:137.0:200.0:31.0:10.0:16.0:23.0:33.0:44.0,62.0:10.0:11.0:50.0:196.0:10.0:10.0:11.0:63.0:244.0:16.0:15.0:81.0:70.0:284.0:38.0:10.0:221.0:25.0:10.0:43.0
521,522,30,男,轻,178:908:918:889:890:112:161:883:819:839:94:108:999:640:687:746:689:210:367:63:8:33:462,9.0:10.0:40.0:19.0:214.0:9.0:9.0:68.0:17.0:10.0:55.0:47.0:40.0:9.0:10.0:28.0:10.0:110.0:265.0:13.0:125.0:13.0:350.0,9.0:10.0:40.0:19.0:214.0:9.0:9.0:68.0:17.0:10.0:55.0:47.0:40.0:9.0:10.0:28.0:10.0:110.0:265.0:13.0:125.0:13.0:351.0
522,523,40,女,中,93:910:112:911:874:883:870:32:18:124:133:909:97:104:339:211:188:935:929:680:669:641:454:820,12.0:107.0:16.0:9.0:132.0:158.0:10.0:62.0:78.0:9.0:9.0:9.0:39.0:62.0:10.0:268.0:178.0:65.0:9.0:10.0:50.0:9.0:324.0:10.0,10.0:30.0:9.0:10.0:61.0:50.0:189.0:10.0:129.0:9.0:9.0:10.0:9.0:90.0:11.0:323.0:59.0:28.0:12.0:10.0:10.0:9.0:350.0:30.0
523,524,21,女,中,809:927:723:908:749:918:833:129:51:36:27:621:102:870:879:955:950:192:300:474,10.0:10.0:10.0:10.0:38.0:28.0:10.0:19.0:47.0:58.0:46.0:10.0:101.0:168.0:132.0:22.0:18.0:244.0:150.0:256.0,10.0:10.0:10.0:10.0:35.0:26.0:10.0:18.0:44.0:55.0:51.0:10.0:100.0:175.0:125.0:21.0:19.0:244.0:141.0:256.0
524,525,39,男,中,671:653:482:921:122:94:344:97:158:13:870:92:905:872:909:95:444:633:123:560:939:856,77.0:9.0:217.0:39.0:9.0:9.0:363.0:106.0:19.0:15.0:22.0:107.0:155.0:122.0:10.0:9.0:10.0:15.0:15.0:122.0:65.0:62.0,66.0:9.0:205.0:10.0:9.0:11.0:348.0:81.0:9.0:49.0:60.0:102.0:179.0:60.0:40.0:11.0:127.0:9.0:9.0:17.0:39.0:9.0
525,526,44,男,重,178:649:920:95:458:10:952:738:96:711:243:470:815:148:94:1058:225:627:620:686:224:832:894:898,9.0:8.0:42.0:76.0:229.0:150.0:13.0:10.0:11.0:10.0:105.0:120.0:10.0:9.0:12.0:27.0:208.0:9.0:9.0:25.0:137.0:19.0:196.0:104.0,9.0:9.0:40.0:11.0:340.0:150.0:14.0:19.0:59.0:10.0:235.0:10.0:10.0:9.0:29.0:26.0:12.0:9.0:9.0:10.0:246.0:10.0:145.0:153.0
526,527,40,男,重,819:94:521:823:31:111:452:99:1:456:8:903:669:678:921:130:156:238:197:620:965:930:957,10.0:80.0:60.0:45.0:76.0:10.0:154.0:10.0:20.0:136.0:53.0:167.0:10.0:10.0:38.0:10.0:11.0:199.0:132.0:10.0:32.0:10.0:26.0,10.0:81.0:10.0:42.0:62.0:11.0:217.0:11.0:39.0:123.0:49.0:299.0:10.0:10.0:39.0:10.0:15.0:298.0:109.0:10.0:10.0:10.0:24.0
527,528,22,女,重,191:653:870:116:264:276:178:824:817:120:889:71:881:32:951:959:935:667:925:908:488:444:94,240.0:9.0:10.0:9.0:211.0:47.0:9.0:10.0:10.0:9.0:281.0:11.0:10.0:141.0:32.0:19.0:10.0:51.0:10.0:40.0:58.0:292.0:101.0,240.0:9.0:11.0:9.0:211.0:47.0:9.0:10.0:10.0:9.0:281.0:11.0:11.0:138.0:32.0:19.0:10.0:49.0:9.0:40.0:54.0:297.0:100.0
528,529,33,女,重,185:818:367:820:197:914:918:908:810:463:456:531:946:1067:662:652:624:129:114:182:4:684:105:98:903,10.0:10.0:296.0:10.0:143.0:10.0:10.0:30.0:38.0:147.0:11.0:85.0:35.0:20.0:9.0:8.0:9.0:9.0:9.0:9.0:112.0:10.0:58.0:77.0:145.0,175.0:22.0:315.0:21.0:10.0:14.0:24.0:10.0:10.0:307.0:10.0:10.0:21.0:19.0:9.0:9.0:9.0:9.0:9.0:9.0:151.0:10.0:11.0:91.0:299.0
529,530,39,男,轻,94:908:966:444:228:771:2:1:916:195:983:656:620:113:205:131:7:110:104:811:810:902,71.0:40.0:12.0:200.0:146.0:10.0:66.0:67.0:10.0:52.0:37.0:9.0:9.0:9.0:180.0:9.0:16.0:14.0:14.0:10.0:37.0:172.0,41.0:36.0:25.0:249.0:10.0:10.0:49.0:42.0:10.0:349.0:23.0:8.0:9.0:9.0:110.0:9.0:58.0:23.0:37.0:21.0:10.0:164.0
530,531,31,女,中,928:809:908:926:99:646:810:655:94:105:837:620:697:688:876:874:1:548:932:128:202,30.0:10.0:9.0:9.0:11.0:9.0:10.0:9.0:105.0:10.0:23.0:9.0:22.0:10.0:10.0:291.0:101.0:200.0:40.0:9.0:192.0,30.0:10.0:10.0:10.0:11.0:9.0:10.0:9.0:105.0:10.0:23.0:9.0:22.0:10.0:10.0:291.0:117.0:198.0:40.0:9.0:181.0
531,532,23,女,轻,129:120:871:131:850:919:815:883:94:95:819:908:670:672:937:626:447:472:221:73,9.0:48.0:77.0:9.0:9.0:10.0:50.0:223.0:16.0:85.0:9.0:38.0:45.0:9.0:51.0:11.0:182.0:168.0:418.0:150.0,9.0:9.0:77.0:9.0:10.0:9.0:10.0:223.0:9.0:91.0:10.0:40.0:35.0:10.0:40.0:10.0:182.0:168.0:415.0:149.0
532,533,35,女,轻,818:620:8:153:870:222:916:158:809:117:871:896:492:192:96:48:655:78:225:653:97:100:932:1026:788,24.0:9.0:49.0:9.0:157.0:337.0:39.0:9.0:10.0:9.0:112.0:29.0:274.0:30.0:10.0:50.0:9.0:49.0:17.0:9.0:76.0:14.0:10.0:64.0:25.0,24.0:9.0:47.0:9.0:157.0:337.0:40.0:9.0:10.0:9.0:112.0:29.0:274.0:30.0:10.0:51.0:9.0:50.0:17.0:9.0:76.0:14.0:10.0:64.0:25.0
533,534,34,男,重,837:117:915:764:86:24:929:909:689:680:463:911:1064:97:198:653:472:311:95:276:938:105:23:877,10.0:10.0:10.0:10.0:82.0:46.0:14.0:30.0:11.0:41.0:71.0:10.0:10.0:11.0:401.0:24.0:278.0:10.0:11.0:46.0:38.0:81.0:24.0:300.0,14.0:12.0:11.0:19.0:97.0:29.0:10.0:19.0:10.0:13.0:25.0:11.0:23.0:10.0:39.0:13.0:258.0:163.0:10.0:162.0:10.0:80.0:24.0:301.0
534,535,22,男,重,840:195:104:828:871:951:118:918:645:308:96:959:94:620:909:964:649:674:70:24:476,9.0:347.0:63.0:80.0:300.0:61.0:9.0:9.0:9.0:131.0:67.0:126.0:9.0:168.0:117.0:9.0:25.0:149.0:110.0:39.0:350.0,10.0:252.0:80.0:10.0:299.0:10.0:9.0:40.0:9.0:146.0:9.0:10.0:9.0:9.0:10.0:40.0:10.0:55.0:9.0:141.0:351.0
535,536,25,男,重,19:690:908:738:445:107:94:797:134:809:29:178:509:871:10:135:926:914:456:1040:234:331:649,64.0:35.0:10.0:56.0:273.0:90.0:10.0:104.0:36.0:42.0:9.0:26.0:10.0:299.0:80.0:111.0:10.0:30.0:67.0:44.0:282.0:217.0:85.0,10.0:10.0:10.0:13.0:10.0:90.0:10.0:12.0:9.0:37.0:10.0:9.0:10.0:300.0:132.0:9.0:30.0:10.0:330.0:71.0:216.0:174.0:10.0
536,537,27,男,重,922:869:357:48:155:880:450:668:894:667:276:809:521:30:931:32:870:913:186:926:104:656,9.0:10.0:286.0:105.0:42.0:77.0:16.0:23.0:40.0:10.0:134.0:10.0:246.0:46.0:62.0:10.0:181.0:9.0:79.0:41.0:87.0:9.0,10.0:10.0:213.0:13.0:10.0:41.0:41.0:10.0:138.0:10.0:198.0:37.0:242.0:13.0:40.0:124.0:120.0:30.0:87.0:10.0:100.0:18.0
537,538,18,男,中,444:953:78:63:942:26:945:826:810:114:908:655:661:633:311:301:186:103:771:893,257.0:47.0:33.0:106.0:10.0:10.0:10.0:10.0:55.0:18.0:50.0:27.0:35.0:28.0:157.0:83.0:195.0:100.0:10.0:301.0,350.0:56.0:53.0:40.0:9.0:57.0:9.0:10.0:24.0:9.0:39.0:9.0:9.0:9.0:217.0:111.0:74.0:100.0:26.0:301.0
538,539,40,男,重,625:881:667:186:629:226:620:878:898:669:243:668:56:67:954:943:1044:500:444:830:812:911:914:122:120:95:100,9.0:109.0:10.0:247.0:9.0:83.0:9.0:57.0:134.0:10.0:61.0:9.0:40.0:108.0:12.0:10.0:53.0:37.0:312.0:35.0:10.0:34.0:10.0:9.0:9.0:88.0:12.0,9.0:138.0:10.0:85.0:9.0:267.0:9.0:26.0:134.0:10.0:146.0:10.0:10.0:139.0:16.0:10.0:31.0:10.0:341.0:10.0:14.0:23.0:17.0:9.0:9.0:10.0:90.0
539,540,19,男,中,886:870:871:922:911:643:631:635:94:97:810:843:816:267:193:32:49:44:112:160:682:746:521:445:1061,150.0:11.0:141.0:10.0:40.0:9.0:9.0:10.0:81.0:20.0:10.0:35.0:10.0:357.0:29.0:22.0:22.0:110.0:9.0:9.0:10.0:10.0:318.0:10.0:50.0,150.0:11.0:141.0:10.0:40.0:9.0:9.0:9.0:80.0:19.0:9.0:36.0:9.0:357.0:29.0:21.0:21.0:108.0:9.0:9.0:9.0:9.0:317.0:10.0:52.0
540,541,26,女,中,128:911:860:627:871:929:868:25:927:94:870:820:875:256:293:463:540:774:704,25.0:41.0:35.0:10.0:277.0:75.0:10.0:151.0:10.0:99.0:11.0:10.0:11.0:61.0:339.0:10.0:271.0:10.0:10.0,25.0:40.0:35.0:10.0:278.0:76.0:10.0:148.0:9.0:100.0:10.0:10.0:10.0:61.0:339.0:10.0:269.0:10.0:10.0
541,542,45,女,重,531:338:936:927:865:908:869:874:1042:190:301:871:809:919:1031:447:870:674:731:19:2:112:123:109:105:621,226.0:39.0:10.0:10.0:10.0:30.0:10.0:12.0:50.0:287.0:39.0:275.0:10.0:10.0:10.0:50.0:12.0:36.0:10.0:68.0:83.0:10.0:10.0:51.0:50.0:15.0,223.0:37.0:47.0:21.0:9.0:19.0:9.0:10.0:10.0:100.0:279.0:280.0:9.0:10.0:10.0:55.0:10.0:35.0:9.0:70.0:80.0:10.0:10.0:41.0:58.0:15.0
542,543,31,女,轻,927:539:112:106:158:910:464:612:870:871:908:823:653:708:667:941:978:231:188:379:5,30.0:66.0:10.0:100.0:15.0:10.0:159.0:49.0:207.0:94.0:10.0:10.0:10.0:10.0:48.0:10.0:35.0:217.0:10.0:174.0:150.0,10.0:161.0:10.0:100.0:15.0:10.0:10.0:94.0:274.0:27.0:30.0:13.0:10.0:10.0:52.0:35.0:10.0:10.0:264.0:131.0:149.0
543,544,42,男,中,15:620:820:940:276:86:868:900:698:120:32:930:909:910:871:950:576:107,120.0:10.0:34.0:10.0:389.0:16.0:28.0:250.0:10.0:25.0:16.0:50.0:12.0:29.0:50.0:10.0:274.0:101.0,20.0:10.0:10.0:10.0:299.0:52.0:10.0:236.0:36.0:25.0:78.0:26.0:22.0:18.0:64.0:25.0:246.0:100.0
544,545,31,男,轻,53:669:668:887:870:1047:103:578:95:32:962:486:929:100:670:468:203:341:188:138:170:647:633:924:908:817,70.0:10.0:10.0:92.0:207.0:10.0:13.0:279.0:13.0:79.0:10.0:46.0:37.0:72.0:10.0:24.0:10.0:231.0:160.0:9.0:9.0:9.0:9.0:40.0:10.0:35.0,72.0:10.0:10.0:97.0:202.0:10.0:44.0:272.0:45.0:78.0:10.0:45.0:35.0:10.0:10.0:10.0:187.0:42.0:189.0:9.0:9.0:9.0:9.0:10.0:40.0:33.0
545,546,34,男,重,2:713:95:444:870:717:122:910:738:909:819:929:456:936:53:178:906:94:946:126:875:445:632:621:225:266,64.0:9.0:25.0:10.0:44.0:9.0:9.0:164.0:51.0:9.0:9.0:9.0:10.0:9.0:106.0:56.0:177.0:55.0:56.0:9.0:78.0:331.0:61.0:9.0:240.0:89.0,128.0:10.0:92.0:36.0:92.0:10.0:9.0:10.0:25.0:38.0:10.0:10.0:141.0:32.0:21.0:9.0:143.0:9.0:29.0:9.0:66.0:172.0:9.0:9.0:216.0:201.0
546,547,32,女,轻,858:854:927:810:919:909:314:106:463:20:13:886:871:120:180:938:951:660:632:760:690:689,9.0:42.0:10.0:31.0:30.0:10.0:396.0:100.0:350.0:77.0:73.0:18.0:282.0:9.0:32.0:55.0:10.0:9.0:9.0:9.0:35.0:9.0,10.0:26.0:27.0:10.0:12.0:10.0:325.0:100.0:351.0:52.0:97.0:134.0:166.0:9.0:9.0:23.0:26.0:9.0:9.0:10.0:10.0:10.0
547,548,35,女,重,173:126:669:938:933:117:929:809:755:810:636:635:631:820:667:446:560:212:198:872:95:3:910:921,9.0:9.0:19.0:52.0:10.0:11.0:10.0:9.0:9.0:31.0:9.0:9.0:9.0:9.0:9.0:94.0:106.0:260.0:130.0:300.0:101.0:147.0:10.0:39.0,9.0:9.0:10.0:28.0:10.0:9.0:10.0:10.0:10.0:10.0:9.0:9.0:9.0:25.0:10.0:124.0:128.0:197.0:208.0:299.0:101.0:149.0:10.0:39.0
548,549,25,女,重,809:300:620:344:233:106:42:622:815:95:1031:678:1051:621:919:935:880:161:143:546,25.0:121.0:9.0:209.0:58.0:46.0:116.0:9.0:10.0:56.0:10.0:10.0:44.0:9.0:40.0:10.0:183.0:9.0:9.0:265.0,25.0:121.0:9.0:209.0:58.0:47.0:119.0:9.0:10.0:53.0:10.0:10.0:44.0:9.0:40.0:10.0:193.0:9.0:9.0:265.0
549,550,18,男,重,877:653:625:1018:809:1017:621:810:856:870:988:132:112:671:674:253:199:921:923:101:448:92:11,283.0:9.0:9.0:10.0:21.0:10.0:9.0:10.0:23.0:18.0:33.0:9.0:9.0:10.0:10.0:103.0:336.0:10.0:34.0:101.0:350.0:11.0:141.0,284.0:9.0:9.0:10.0:21.0:10.0:9.0:10.0:23.0:16.0:33.0:9.0:9.0:10.0:10.0:103.0:336.0:10.0:34.0:100.0:350.0:10.0:141.0
550,551,23,女,重,538:909:997:113:86:680:626:935:921:943:653:774:94:97:105:5:71:225:849:809:899:877,248.0:40.0:10.0:11.0:34.0:10.0:9.0:10.0:10.0:26.0:10.0:10.0:10.0:80.0:10.0:50.0:63.0:406.0:29.0:10.0:86.0:212.0,248.0:40.0:10.0:11.0:41.0:10.0:10.0:10.0:10.0:25.0:10.0:10.0:10.0:80.0:10.0:51.0:57.0:406.0:28.0:10.0:96.0:201.0
551,552,40,女,中,620:667:481:878:569:693:858:632:112:933:816:142:661:870:880:113:110:484:932:948:691:99:811:910:29:65:217,9.0:10.0:10.0:37.0:320.0:10.0:25.0:9.0:9.0:10.0:10.0:9.0:9.0:223.0:39.0:9.0:59.0:10.0:42.0:10.0:10.0:43.0:10.0:50.0:70.0:81.0:399.0,9.0:10.0:90.0:37.0:90.0:10.0:10.0:9.0:9.0:10.0:25.0:9.0:9.0:223.0:40.0:9.0:90.0:83.0:43.0:10.0:10.0:10.0:10.0:50.0:58.0:91.0:300.0
552,553,42,女,轻,805:392:824:96:155:662:101:48:690:238:133:882:657:930:908:737:32:135:944:938:642:108:881:871:566,10.0:245.0:31.0:81.0:9.0:9.0:11.0:68.0:11.0:158.0:9.0:109.0:9.0:10.0:49.0:10.0:84.0:9.0:33.0:10.0:10.0:11.0:129.0:63.0:266.0,10.0:223.0:29.0:80.0:9.0:9.0:9.0:68.0:10.0:226.0:9.0:13.0:10.0:10.0:47.0:20.0:82.0:9.0:31.0:20.0:9.0:9.0:258.0:27.0:299.0
553,554,25,女,轻,889:112:1:100:668:887:890:452:929:166:103:629:14:493:658:908:2:1053:108:631:935:910:913:205:350:824,105.0:9.0:45.0:9.0:9.0:60.0:133.0:278.0:10.0:9.0:9.0:9.0:10.0:72.0:9.0:10.0:48.0:10.0:132.0:9.0:54.0:30.0:10.0:432.0:11.0:30.0,160.0:9.0:44.0:31.0:10.0:71.0:67.0:153.0:10.0:9.0:32.0:9.0:44.0:47.0:9.0:10.0:60.0:42.0:36.0:9.0:22.0:30.0:10.0:309.0:18.0:30.0
554,555,44,女,重,444:637:667:648:113:23:106:139:95:809:908:821:871:449:916:664:810:680:911:120:94:492:870:207:943,82.0:13.0:71.0:15.0:9.0:141.0:82.0:12.0:15.0:9.0:105.0:60.0:101.0:96.0:9.0:12.0:9.0:84.0:9.0:9.0:9.0:173.0:199.0:333.0:66.0,10.0:9.0:10.0:9.0:9.0:153.0:81.0:9.0:9.0:24.0:11.0:10.0:279.0:10.0:22.0:9.0:20.0:10.0:11.0:9.0:9.0:330.0:20.0:299.0:40.0
555,556,27,女,中,94:824:903:1:71:861:158:118:201:667:99:463:174:951:754:840:573:872:721:111:444:922:630,16.0:19.0:58.0:77.0:71.0:15.0:9.0:9.0:398.0:10.0:16.0:10.0:9.0:40.0:10.0:10.0:207.0:242.0:10.0:66.0:73.0:44.0:8.0,10.0:10.0:35.0:71.0:77.0:10.0:9.0:9.0:300.0:10.0:21.0:10.0:9.0:42.0:25.0:10.0:280.0:266.0:10.0:68.0:10.0:50.0:9.0
556,557,26,男,中,83:521:498:1:108:193:230:633:661:120:817:884:871:800:924:909:932,13.0:288.0:33.0:138.0:101.0:247.0:253.0:9.0:70.0:9.0:61.0:251.0:50.0:10.0:109.0:9.0:158.0,124.0:338.0:10.0:26.0:100.0:30.0:299.0:9.0:15.0:9.0:63.0:168.0:132.0:10.0:41.0:10.0:41.0
557,558,40,女,轻,898:158:892:1:120:19:135:624:953:823:866:818:444:534:243:756:675:108:101:923:917,58.0:9.0:235.0:118.0:9.0:31.0:9.0:9.0:40.0:36.0:9.0:9.0:191.0:159.0:300.0:9.0:9.0:54.0:46.0:21.0:19.0,174.0:9.0:125.0:78.0:9.0:72.0:9.0:9.0:40.0:24.0:14.0:16.0:341.0:10.0:369.0:10.0:10.0:59.0:43.0:40.0:10.0
558,559,39,男,中,483:689:909:930:22:207:113:834:908:486:164:810:929:109:870:453:931:104:105:623,160.0:116.0:9.0:10.0:93.0:384.0:33.0:11.0:136.0:49.0:65.0:9.0:43.0:14.0:300.0:140.0:22.0:10.0:133.0:97.0,10.0:9.0:10.0:10.0:150.0:300.0:10.0:56.0:40.0:34.0:10.0:9.0:51.0:9.0:299.0:305.0:14.0:9.0:83.0:15.0
559,560,42,男,中,131:1:99:894:161:463:101:94:885:594:870:662:661:811:693:679:930:990:926:923:194,38.0:150.0:77.0:183.0:9.0:138.0:14.0:10.0:73.0:211.0:42.0:127.0:9.0:47.0:42.0:102.0:65.0:10.0:34.0:10.0:413.0,9.0:150.0:84.0:163.0:9.0:138.0:9.0:9.0:83.0:211.0:52.0:9.0:9.0:10.0:10.0:35.0:23.0:17.0:17.0:23.0:490.0
560,561,29,女,中,3:95:463:450:31:659:338:120:732:749:867:1033:885:872:917:909,69.0:100.0:224.0:46.0:79.0:24.0:302.0:10.0:10.0:10.0:39.0:44.0:119.0:181.0:15.0:34.0,60.0:100.0:224.0:46.0:90.0:20.0:330.0:10.0:10.0:10.0:32.0:44.0:119.0:181.0:23.0:20.0
561,562,29,女,中,683:871:809:872:94:95:813:819:96:678:870:27:223:212:231:128:924:636:947:482,10.0:89.0:10.0:15.0:11.0:81.0:31.0:10.0:11.0:10.0:197.0:150.0:37.0:193.0:203.0:25.0:50.0:10.0:54.0:265.0,10.0:105.0:10.0:31.0:9.0:80.0:25.0:10.0:9.0:10.0:164.0:150.0:37.0:159.0:203.0:25.0:44.0:10.0:40.0:265.0
562,563,41,女,中,5:871:1:878:31:870:812:810:466:464:452:720:668:622:208:301:931:940:914:924:94:100:173:139,31.0:161.0:31.0:77.0:88.0:62.0:10.0:10.0:152.0:10.0:188.0:45.0:10.0:15.0:17.0:382.0:35.0:29.0:31.0:10.0:23.0:77.0:10.0:10.0,66.0:188.0:46.0:68.0:39.0:43.0:10.0:26.0:23.0:97.0:209.0:10.0:10.0:10.0:209.0:209.0:30.0:10.0:33.0:10.0:9.0:90.0:10.0:15.0
563,564,38,女,轻,63:113:350:918:451:104:871:622:932:910:185:628:105:179:196:872:809:870:845:521:816:112:976:444:103:739,151.0:9.0:308.0:67.0:48.0:29.0:11.0:9.0:53.0:9.0:69.0:9.0:29.0:9.0:40.0:11.0:42.0:280.0:9.0:56.0:9.0:9.0:11.0:212.0:43.0:28.0,150.0:9.0:123.0:39.0:10.0:34.0:197.0:9.0:28.0:10.0:270.0:9.0:34.0:9.0:10.0:15.0:10.0:89.0:36.0:155.0:10.0:9.0:13.0:80.0:34.0:12.0
